away,forecast,home,week,wind,year
Chargers,77f Fair,Jaguars,7,7m NNE,2013
49ers,58f Fair,Titans,7,4m E,2013
Ravens,52f Fair,Steelers,7,7m SSW,2013
Browns,43f Overcast,Packers,7,6m SE,2013
Broncos,DOME,Colts,7,9m S,2013
Vikings,57f Fair,Giants,7,7m S,2013
Panthers,65f Mostly Cloudy,Buccaneers,8,3m NNE,2013
Cowboys,DOME,Lions,8,9m WSW,2013
Browns,61f Fair,Chiefs,8,9m SSW,2013
Dolphins,53f Partly Cloudy,Patriots,8,14m W,2013
Bills,DOME,Saints,8,6m SSE,2013
Giants,58f A Few Clouds,Eagles,8,13m W,2013
49ers,73f Fair,Jaguars,8,0m N,2013
Steelers,59f Mostly Cloudy,Raiders,8,15m W,2013
Jets,48f Fair,Bengals,8,0m N,2013
Redskins,68f Partly Cloudy,Broncos,8,8m NW,2013
Falcons,DOME,Cardinals,8,8m S,2013
Packers,DOME,Vikings,8,14m N,2013
Seahawks,DOME,Rams,8,4m ESE,2013
Bengals,78f A Few Clouds,Dolphins,9,5m ESE,2013
Chiefs,38f A Few Clouds,Bills,9,5m NNW,2013
Chargers,49f Mostly Cloudy,Redskins,9,10m N,2013
Falcons,62f A Few Clouds,Panthers,9,12m N,2013
Vikings,64f Clear,Cowboys,9,7m SE,2013
Titans,DOME,Rams,9,13m SE,2013
Saints,53f Overcast,Jets,9,8m N,2013
Buccaneers,52f Mostly Cloudy,Seahawks,9,4m N,2013
Eagles,62f Overcast,Raiders,9,10m W,2013
Steelers,42f Fair,Patriots,9,3m NNW,2013
Ravens,0f A Few Clouds,Browns,9,15m NE,2013
Colts,59f A Few Clouds,Texans,9,8m E,2013
Bears,48f Overcast,Packers,9,6m S,2013
Redskins,DOME,Vikings,10,0m N,2013
Seahawks,DOME,Falcons,10,6m N,2013
Lions,47f A Few Clouds,Bears,10,4m WNW,2013
Eagles,46f Partly Cloudy,Packers,10,9m WSW,2013
Jaguars,65f Fair,Titans,10,5m NNW,2013
Rams,DOME,Colts,10,7m NW,2013
Raiders,53f  Light Rain,Giants,10,14m NW,2013
Bills,45f Overcast,Steelers,10,17m WNW,2013
Bengals,62f Breezy,Ravens,10,0m N,2013
Panthers,61f NA,49ers,10,0m N,2013
Broncos,77f NA,Chargers,10,6m SW,2013
Texans,DOME,Cardinals,10,0m N,2013
Cowboys,DOME,Saints,10,0m N,2013
Dolphins,72f Partly Cloudy,Buccaneers,10,0m N,2013
Colts,40f Partly Cloudy,Titans,11,5m S,2013
Raiders,85f Mostly Cloudy,Texans,11,14m SSW,2013
Redskins,67f Mostly Cloudy,Eagles,11,7m SSW,2013
Lions,59f  Light Rain,Steelers,11,11m S,2013
Jets,62f Mostly Cloudy,Bills,11,17m S,2013
Ravens,68f Overcast and Windy,Bears,11,24m S,2013
Browns,64f Overcast,Bengals,11,13m S,2013
Falcons,79f Overcast,Buccaneers,11,3m W,2013
Cardinals,79f Overcast,Jaguars,11,4m SSE,2013
Chargers,80f A Few Clouds,Dolphins,11,8m ESE,2013
Vikings,47f Overcast,Seahawks,11,5m SSW,2013
49ers,DOME,Saints,11,7m S,2013
Packers,61f  Fog/Mist,Giants,11,0m N,2013
Chiefs,33/51f Breezy,Broncos,11,,2013
Patriots,56f Fair and Breezy,Panthers,11,20m N,2013
Saints,DOME,Falcons,12,4m E,2013
Steelers,33f  Snow and Breezy,Browns,12,22m WNW,2013
Buccaneers,DOME,Lions,12,11m WNW,2013
Vikings,20f Fair,Packers,12,10m SW,2013
Chargers,28f Fair,Chiefs,12,4m N,2013
Bears,DOME,Rams,12,4m N,2013
Panthers,80f  Light Rain,Dolphins,12,17m NNE,2013
Jets,34f Breezy,Ravens,12,0m N,2013
Jaguars,50f Overcast,Texans,12,9m N,2013
Colts,DOME,Cardinals,12,0m N,2013
Titans,59f A Few Clouds,Raiders,12,5m W,2013
Cowboys,26f Fair,Giants,12,7m WNW,2013
Broncos,23f Fair,Patriots,12,16m WNW,2013
49ers,32f A Few Clouds,Redskins,12,8m S,2013
Packers,DOME,Lions,13,6m S,2013
Raiders,52f Clear,Cowboys,13,0m N,2013
Steelers,37f Mostly Clear,Ravens,13,0m N,2013
Buccaneers,57f Partly Cloudy,Panthers,13,5m SW,2013
Jaguars,44f Overcast,Browns,13,8m SW,2013
Titans,DOME,Colts,13,9m WSW,2013
Broncos,53f Fair with Haze,Chiefs,13,0m N,2013
Bears,DOME,Vikings,13,0m N,2013
Dolphins,49f Overcast,Jets,13,5m WNW,2013
Cardinals,47f Mostly Cloudy,Eagles,13,5m SW,2013
Falcons,DOME,Bills,13,,2013
Rams,66f Areas Fog,49ers,13,0m N,2013
Patriots,67f Mostly Cloudy,Texans,13,6m SSE,2013
Bengals,76f Mostly Clear,Chargers,13,3m W,2013
Giants,37f Overcast,Redskins,13,3m S,2013
Saints,42f Partly Cloudy,Seahawks,13,3m SSE,2013
Texans,70f Fair,Jaguars,14,4m SSE,2013
Colts,28f Overcast,Bengals,14,7m E,2013
Bills,83f Partly Cloudy,Buccaneers,14,11m SE,2013
Chiefs,28f  Light Freezing Rain,Redskins,14,5m NE,2013
Vikings,30f Wintry Mix,Ravens,14,0m N,2013
Browns,31f Fair,Patriots,14,3m NNW,2013
Raiders,34f Overcast,Jets,14,5m N,2013
Lions,27f  Heavy Snow Freezing Fog,Eagles,14,7m NE,2013
Dolphins,26f  Light Snow Fog/Mist,Steelers,14,4m ENE,2013
Falcons,10f  Light Snow,Packers,14,9m NE,2013
Titans,19f A Few Clouds with Haze,Broncos,14,7m E,2013
Giants,53f Partly Cloudy,Chargers,14,7m WSW,2013
Seahawks,45f Clear,49ers,14,0m N,2013
Rams,DOME,Cardinals,14,10m SSW,2013
Panthers,DOME,Saints,14,4m N,2013
Cowboys,7f Overcast,Bears,14,9m W,2013
Chargers,39f A Few Clouds,Broncos,15,6m NNW,2013
Redskins,DOME,Falcons,15,12m NW,2013
Bears,22f  Light Snow,Browns,15,11m W,2013
Cardinals,34f Overcast,Titans,15,5m W,2013
Texans,DOME,Colts,15,15m WSW,2013
Saints,DOME,Rams,15,5m SW,2013
Patriots,85f Partly Cloudy,Dolphins,15,12m SW,2013
Eagles,DOME,Vikings,15,6m NW,2013
Seahawks,40f A Few Clouds,Giants,15,11m WNW,2013
Bills,66f Overcast,Jaguars,15,8m NW,2013
49ers,69f Overcast,Buccaneers,15,7m NNW,2013
Jets,44f A Few Clouds,Panthers,15,5m NW,2013
Chiefs,55f A Few Clouds,Raiders,15,4m SW,2013
Packers,59f Clear,Cowboys,15,0m N,2013
Bengals,27f Overcast and Breezy,Steelers,15,18m W,2013
Ravens,DOME,Lions,15,0m N,2013
Dolphins,36f  Light Rain Fog/Mist,Bills,16,5m SSW,2013
Vikings,53f Partly Cloudy,Bengals,16,13m SSW,2013
Colts,25f Overcast with Haze,Chiefs,16,8m NW,2013
Buccaneers,DOME,Rams,16,12m W,2013
Browns,70f Overcast,Jets,16,11m S,2013
Cowboys,62f A Few Clouds,Redskins,16,9m S,2013
Saints,70f  Light Rain Fog/Mist,Panthers,16,12m S,2013
Titans,82f Mostly Cloudy,Jaguars,16,12m SW,2013
Broncos,59f Overcast,Texans,16,10m NNW,2013
Cardinals,50f Fog,Seahawks,16,0m N,2013
Giants,DOME,Lions,16,8m WSW,2013
Steelers,22f  Light Snow Fog/Mist,Packers,16,5m NNE,2013
Raiders,69f A few Clouds,Chargers,16,2m W,2013
Patriots,63f Showers,Ravens,16,0m N,2013
Bears,60f Mostly Cloudy,Eagles,16,5m WSW,2013
Falcons,57f A Few Clouds,49ers,16,0m N,2013
Panthers,DOME,Falcons,17,9m WNW,2013
Ravens,59f Overcast,Bengals,17,9m SW,2013
Texans,53f A Few Clouds,Titans,17,3m N,2013
Jaguars,DOME,Colts,17,19m WNW,2013
Browns,41f  Light Rain Fog/Mist,Steelers,17,7m NNW,2013
Jets,79f Mostly Cloudy,Dolphins,17,10m S,2013
Lions,DOME,Vikings,17,11m NW,2013
Redskins,42f  Heavy Rain Fog/Mist,Giants,17,5m NE,2013
Packers,24f Overcast,Bears,17,10m NW,2013
Bills,41f  Rain Fog/Mist,Patriots,17,8m ENE,2013
Buccaneers,DOME,Saints,17,3m N,2013
49ers,DOME,Cardinals,17,5m N,2013
Chiefs,71f Sunny,Chargers,17,2m WSW,2013
Rams,44f Overcast,Seahawks,17,0m N,2013
Broncos,71f A Few Clouds,Raiders,17,10m NE,2013
Eagles,32f Overcast,Cowboys,17,6m NNW,2013
Packers,70f Fair,Seahawks,1,5m NW,2014
Saints,DOME,Falcons,1,6m W,2014
Bills,77f Partly Cloudy,Bears,1,7m ESE,2014
Titans,77f Fair,Chiefs,1,5m E,2014
Vikings,DOME,Rams,1,6m ESE,2014
Patriots,89f Fair,Dolphins,1,13m SE,2014
Raiders,80f Partly Cloudy,Jets,1,3m N,2014
Jaguars,80f Partly Cloudy,Eagles,1,6m N,2014
Browns,72f A Few Clouds,Steelers,1,6m N,2014
Bengals,78f Mostly Cloudy,Ravens,1,0m N,2014
Redskins,82f  Thunderstorm,Texans,1,12m SSE,2014
Panthers,79f Overcast,Buccaneers,1,7m SE,2014
49ers,84f Partly Cloudy,Cowboys,1,0m N,2014
Colts,70f Partly Cloudy,Broncos,1,6m SSW,2014
Giants,DOME,Lions,1,3m E,2014
Chargers,DOME,Cardinals,1,4m ENE,2014
Steelers,80f Mostly Cloudy,Ravens,2,0m N,2014
Dolphins,61f Mostly Cloudy,Bills,2,4m W,2014
Falcons,68f A Few Clouds,Bengals,2,4m N,2014
Saints,62f Mostly Cloudy,Browns,2,5m NW,2014
Cowboys,77f Mostly Cloudy,Titans,2,6m NNE,2014
Patriots,65f Mostly Cloudy,Vikings,2,11m W,2014
Cardinals,71f Fair,Giants,2,5m N,2014
Jaguars,67f Fair,Redskins,2,4m W,2014
Lions,68f Overcast,Panthers,2,7m N,2014
Seahawks,85f Sunny,Chargers,2,6m SW,2014
Rams,78f Mostly Cloudy,Buccaneers,2,0m N,2014
Chiefs,82f   Showers in Vicinity,Broncos,2,14m WNW,2014
Jets,63f Fair,Packers,2,11m SSW,2014
Texans,73f A Few Clouds,Raiders,2,10m WNW,2014
Bears,73f A Few Clouds,49ers,2,9m WNW,2014
Eagles,DOME,Colts,2,6m N,2014
Buccaneers,DOME,Falcons,3,3m ESE,2014
Chargers,72f Partly Cloudy,Bills,3,16m SW,2014
Titans,79f Fair,Bengals,3,14m W,2014
Ravens,69f Partly Cloudy and Breezy,Browns,3,19m W,2014
Packers,DOME,Lions,3,6m WNW,2014
Cowboys,DOME,Rams,3,15m WNW,2014
Raiders,78f A Few Clouds,Patriots,3,7m SSE,2014
Vikings,DOME,Saints,3,11m NNE,2014
Texans,76f  Fog/Mist,Giants,3,0m N,2014
Redskins,76f Mostly Cloudy,Eagles,3,4m ESE,2014
Colts,85f Fair,Jaguars,3,5m E,2014
49ers,DOME,Cardinals,3,3m NNW,2014
Chiefs,84f Fair,Dolphins,3,8m SSE,2014
Broncos,83f Fair,Seahawks,3,6m N,2014
Steelers,74f Overcast,Panthers,3,3m WSW,2014
Bears,56f Fair,Jets,3,4m NNW,2014
Giants,63f Overcast,Redskins,4,7m NNE,2014
Packers,78f Mostly Cloudy,Bears,4,6m E,2014
Titans,DOME,Colts,4,0m N,2014
Dolphins,68f Partly Cloudy,Raiders,4,,2014
Lions,85f Fair,Jets,4,6m S,2014
Buccaneers,73f Fair,Steelers,4,6m SSW,2014
Panthers,79f Partly Cloudy,Ravens,4,0m N,2014
Bills,86f Mostly Cloudy,Texans,4,4m ESE,2014
Jaguars,72f NA,Chargers,4,7m W,2014
Falcons,80f Partly Cloudy,Vikings,4,8m SSW,2014
Eagles,75f Mostly Cloudy,49ers,4,7m WNW,2014
Saints,79f Fair,Cowboys,4,3m ENE,2014
Patriots,72f Fair,Chiefs,4,3m E,2014
Vikings,63f  Fog/Mist,Packers,5,7m SSE,2014
Texans,81f Clear,Cowboys,5,0m N,2014
Bills,DOME,Lions,5,11m SW,2014
Browns,71f Mostly Cloudy,Titans,5,13m S,2014
Ravens,DOME,Colts,5,19m SSW,2014
Buccaneers,DOME,Saints,5,5m ESE,2014
Falcons,61f Fair,Giants,5,6m WNW,2014
Rams,60f Partly Cloudy,Eagles,5,6m W,2014
Bears,63f A Few Clouds,Panthers,5,7m S,2014
Steelers,73f Fair,Jaguars,5,4m NNE,2014
Cardinals,72f Partly Cloudy,Broncos,5,8m ENE,2014
Jets,83f NA,Chargers,5,6m WSW,2014
Chiefs,88f A Few Clouds,49ers,5,6m WNW,2014
Bengals,35f  Fog,Patriots,5,0m N,2014
Seahawks,63f Partly Cloudy,Redskins,5,11m S,2014
Colts,77f Partly Cloudy,Texans,6,3m SE,2014
Patriots,59f A Few Clouds,Bills,6,3m N,2014
Panthers,62f Overcast,Bengals,6,6m S,2014
Steelers,64f Fair,Browns,6,7m E,2014
Jaguars,74f Mostly Cloudy,Titans,6,7m SSW,2014
Packers,88f Mostly Cloudy,Dolphins,6,12m E,2014
Lions,61f Partly Cloudy and Breezy,Vikings,6,20m SSE,2014
Broncos,64f Fair,Jets,6,3m NW,2014
Ravens,87f Mostly Cloudy,Buccaneers,6,4m ESE,2014
Chargers,86f A Few Clouds,Raiders,6,7m NW,2014
Bears,DOME,Falcons,6,7m NE,2014
Redskins,DOME,Cardinals,6,14m S,2014
Cowboys,66f Overcast,Seahawks,6,5m SSW,2014
Giants,57f Mostly Cloudy,Eagles,6,5m SSE,2014
49ers,DOME,Rams,6,11m S,2014
Jets,63f Overcast,Patriots,7,5m S,2014
Vikings,45f Mostly Cloudy,Bills,7,8m WSW,2014
Dolphins,55f Mostly Cloudy,Bears,7,12m SW,2014
Saints,DOME,Lions,7,9m WSW,2014
Panthers,53f A Few Clouds,Packers,7,11m SSW,2014
Bengals,DOME,Colts,7,9m SW,2014
Seahawks,DOME,Rams,7,4m N,2014
Titans,57f Fair,Redskins,7,16m W,2014
Browns,74f Mostly Cloudy,Jaguars,7,10m NE,2014
Falcons,57f Mostly Clear,Ravens,7,0m N,2014
Chiefs,71f NA,Chargers,7,6m WNW,2014
Giants,75f Clear,Cowboys,7,0m N,2014
Cardinals,70f A Few Clouds,Raiders,7,14m W,2014
49ers,63f A Few Clouds,Broncos,7,0m N,2014
Texans,51f  Light Rain,Steelers,7,8m SSW,2014
Chargers,61f Partly Cloudy,Broncos,8,3m SW,2014
Lions,58f Cloudy,Falcons,8,,2014
Ravens,67f Fair,Bengals,8,5m WSW,2014
Texans,79f Fair,Titans,8,5m E,2014
Rams,85f Fair,Chiefs,8,13m S,2014
Bears,57f Mostly Cloudy,Patriots,8,14m WNW,2014
Bills,61f Overcast and Breezy,Jets,8,19m NW,2014
Vikings,78f Fair,Buccaneers,8,7m WSW,2014
Seahawks,81f Fair,Panthers,8,11m W,2014
Dolphins,81f Fair,Jaguars,8,0m N,2014
Eagles,DOME,Cardinals,8,6m WSW,2014
Raiders,54f Fair,Browns,8,9m W,2014
Colts,56f Fair,Steelers,8,7m W,2014
Packers,DOME,Saints,8,6m S,2014
Redskins,76f Fair,Cowboys,8,9m SSE,2014
Saints,53f Fair,Panthers,9,3m NNE,2014
Jaguars,46f Fair,Bengals,9,4m SSE,2014
Buccaneers,0f Mostly Cloudy,Browns,9,10m W,2014
Cardinals,64f Clear,Cowboys,9,0m N,2014
Jets,64f Fair and Breezy,Chiefs,9,20m S,2014
Chargers,69f Fair,Dolphins,9,5m N,2014
Redskins,54f Partly Cloudy,Vikings,9,12m SSE,2014
Eagles,71f Mostly Cloudy,Texans,9,8m SSE,2014
Rams,64f A Few Clouds,49ers,9,10m NW,2014
Broncos,41f Fair and Breezy,Patriots,9,18m NW,2014
Raiders,56f Lt Rain,Seahawks,9,7m SSE,2014
Ravens,37f Fair,Steelers,9,5m WNW,2014
Colts,53f Overcast,Giants,9,8m SW,2014
Browns,43f Overcast,Bengals,10,0m N,2014
Chiefs,41f  Light Rain,Bills,10,11m SSW,2014
Dolphins,DOME,Lions,10,15m SW,2014
49ers,DOME,Saints,10,8m NE,2014
Steelers,57f Fair,Jets,10,9m SW,2014
Falcons,66f Overcast,Buccaneers,10,5m NE,2014
Cowboys,39/53f Chance Showers,Jaguars,10,,2014
Titans,57f Sunny,Ravens,10,0m N,2014
Broncos,69f A Few Clouds,Raiders,10,7m WNW,2014
Rams,DOME,Cardinals,10,6m E,2014
Giants,56f Lt Rain,Seahawks,10,0m N,2014
Bears,32f Fair,Packers,10,6m NNW,2014
Panthers,49f Fair,Eagles,10,0m N,2014
Bills,71f Fair,Dolphins,11,0m N,2014
Vikings,32f  Light Snow,Bears,11,10m SSW,2014
Texans,34f Overcast,Browns,11,7m SSW,2014
Eagles,27f Overcast,Packers,11,9m SSW,2014
Seahawks,21f Fair,Chiefs,11,10m W,2014
Broncos,DOME,Rams,11,6m W,2014
Bengals,DOME,Saints,11,19m SSE,2014
49ers,43f Overcast,Giants,11,4m SSW,2014
Buccaneers,46f Overcast,Redskins,11,7m S,2014
Falcons,52f Overcast,Panthers,11,3m ESE,2014
Raiders,71f NA,Chargers,11,7m WNW,2014
Lions,DOME,Cardinals,11,12m N,2014
Patriots,DOME,Colts,11,4m WNW,2014
Steelers,25f A Few Clouds,Titans,11,0m N,2014
Chiefs,"55f Mod Rain, Fog",Raiders,12,11m ENE,2014
Browns,DOME,Falcons,12,10m ENE,2014
Buccaneers,53f  Light Rain,Bears,12,10m S,2014
Jaguars,DOME,Colts,12,9m SE,2014
Packers,46f  Fog/Mist,Vikings,12,6m NW,2014
Lions,61f Fair,Patriots,12,6m WSW,2014
Titans,53f Mostly Cloudy,Eagles,12,6m S,2014
Bengals,76f Fair,Texans,12,14m SW,2014
Rams,72f NA,Chargers,12,3m S,2014
Cardinals,57f Partly Cloudy,Seahawks,12,6m S,2014
Dolphins,36f   Showers in Vicinity,Broncos,12,7m NNE,2014
Redskins,63f Mostly Cloudy,49ers,12,4m WNW,2014
Cowboys,48f Fair,Giants,12,0m N,2014
Jets,DOME,Bills,12,21m WSW,2014
Ravens,DOME,Saints,12,9m N,2014
Bears,DOME,Lions,13,9m WNW,2014
Eagles,57f Clear,Cowboys,13,0m N,2014
Seahawks,58f A Few Clouds,49ers,13,0m N,2014
Browns,57f Overcast,Bills,13,11m SSW,2014
Redskins,DOME,Colts,13,17m SSW,2014
Raiders,DOME,Rams,13,12m WSW,2014
Panthers,15f Overcast,Vikings,13,15m WNW,2014
Saints,61f Overcast,Steelers,13,12m SW,2014
Bengals,76f Mostly Cloudy,Buccaneers,13,7m E,2014
Giants,72f Partly Cloudy,Jaguars,13,7m SSE,2014
Chargers,58f Mostly Sunny,Ravens,13,0m N,2014
Titans,78f Partly Cloudy,Texans,13,10m S,2014
Cardinals,DOME,Falcons,13,3m SSE,2014
Patriots,23f Fair,Packers,13,7m NW,2014
Broncos,25f Fair,Chiefs,13,12m N,2014
Dolphins,43f A Few Clouds,Jets,13,9m NNW,2014
Cowboys,34f Overcast,Bears,14,6m SE,2014
Steelers,42f Clear,Bengals,14,3m NE,2014
Colts,38f Mostly Cloudy,Browns,14,11m NE,2014
Buccaneers,DOME,Lions,14,5m E,2014
Giants,47f Mostly Cloudy,Titans,14,7m NE,2014
Ravens,77f Partly Cloudy,Dolphins,14,12m NNW,2014
Jets,34f Mostly Cloudy,Vikings,14,11m SSE,2014
Panthers,DOME,Saints,14,5m N,2014
Rams,46f Clear,Redskins,14,10m N,2014
Texans,58f Overcast,Jaguars,14,9m N,2014
Bills,55f Clear,Broncos,14,3m NW,2014
Chiefs,DOME,Cardinals,14,1m NW,2014
49ers,61f Overcast,Raiders,14,2m SSW,2014
Seahawks,39f Clear,Eagles,14,6m N,2014
Patriots,64f Mostly Cloudy,Chargers,14,2m N,2014
Falcons,32f Overcast,Packers,14,4m NW,2014
Cardinals,DOME,Rams,15,1m SSE,2014
Steelers,DOME,Falcons,15,8m WNW,2014
Packers,34f Overcast,Bills,15,9m W,2014
Bengals,45f Overcast,Browns,15,5m W,2014
Texans,DOME,Colts,15,4m S,2014
Raiders,60f Overcast,Chiefs,15,10m S,2014
Dolphins,43f Clear,Patriots,15,5m WNW,2014
Redskins,43f Overcast,Giants,15,7m NW,2014
Buccaneers,58f Clear,Panthers,15,2m NNW,2014
Jaguars,49f Mostly Cloudy,Ravens,15,7m NW,2014
Jets,49f Mostly Cloudy,Titans,15,1m E,2014
Broncos,62f Partly Cloudy,Chargers,15,5m WNW,2014
49ers,49f Clear,Seahawks,15,2m ENE,2014
Vikings,DOME,Lions,15,1m W,2014
Cowboys,42f Mostly Cloudy,Eagles,15,6m NNW,2014
Saints,42f Overcast,Bears,15,6m SSE,2014
Titans,54f Partly Cloudy,Jaguars,16,3m W,2014
Eagles,35f Mostly Cloudy,Redskins,16,1m W,2014
Chargers,58f Overcast,49ers,16,1m SW,2014
Lions,36f Mostly Cloudy,Bears,16,7m S,2014
Vikings,78f Mostly Cloudy,Dolphins,16,7m SE,2014
Falcons,DOME,Saints,16,2m NE,2014
Patriots,35f Mostly Cloudy,Jets,16,4m NW,2014
Chiefs,34f Mostly Cloudy,Steelers,16,0m NE,2014
Packers,76f Mostly Cloudy,Buccaneers,16,4m S,2014
Browns,50f Mostly Cloudy,Panthers,16,4m NE,2014
Ravens,58f Mostly Cloudy,Texans,16,2m E,2014
Giants,DOME,Rams,16,7m SE,2014
Colts,51f Overcast,Cowboys,16,9m S,2014
Bills,62f Mostly Cloudy,Raiders,16,6m WNW,2014
Seahawks,DOME,Cardinals,16,1m W,2014
Broncos,46f Partly Cloudy,Bengals,16,7m ESE,2014
Colts,41f Overcast,Titans,17,5m NW,2014
Chargers,37f Clear,Chiefs,17,5m SW,2014
Jets,80f Partly Cloudy,Dolphins,17,7m SE,2014
Bears,22f Mostly Cloudy,Vikings,17,4m N,2014
Bills,49f Overcast,Patriots,17,8m W,2014
Eagles,51f Mostly Cloudy,Giants,17,6m WNW,2014
Saints,77f Partly Cloudy,Buccaneers,17,7m SSW,2014
Cowboys,57f Mostly Cloudy,Redskins,17,4m WNW,2014
Browns,56f Overcast,Ravens,17,3m WNW,2014
Jaguars,43f Drizzle,Texans,17,8m NW,2014
Panthers,DOME,Falcons,17,2m W,2014
Lions,25f Overcast,Packers,17,6m NW,2014
Raiders,33f Partly Cloudy,Broncos,17,0m NW,2014
Cardinals,56f Clear,49ers,17,5m NW,2014
Rams,43f Mostly Cloudy,Seahawks,17,1m SSW,2014
Bengals,35f Overcast,Steelers,17,1m WNW,2014
Steelers,64f Light Rain,Patriots,1,9m NE,2015
Packers,68f Partly Cloudy,Bears,1,4m WNW,2015
Chiefs,83f Clear,Texans,1,8m E,2015
Browns,76f Partly Cloudy,Jets,1,7m WSW,2015
Colts,53f Mostly Cloudy,Bills,1,7m WSW,2015
Dolphins,71f Partly Cloudy,Redskins,1,11m W,2015
Panthers,81f Partly Cloudy,Jaguars,1,1m WSW,2015
Seahawks,DOME,Rams,1,3m SSW,2015
Saints,DOME,Cardinals,1,4m WSW,2015
Lions,82f Clear,Chargers,1,8m W,2015
Titans,81f Mostly Cloudy,Buccaneers,1,6m NNW,2015
Bengals,75f Partly Cloudy,Raiders,1,9m W,2015
Ravens,86f Partly Cloudy,Broncos,1,5m NNW,2015
Giants,78f Clear,Cowboys,1,9m SSE,2015
Eagles,DOME,Falcons,1,2m E,2015
Vikings,64f Mostly Cloudy,49ers,1,4m SW,2015
Broncos,80f Mostly Cloudy,Chiefs,2,8m SSW,2015
Texans,88f Partly Cloudy,Panthers,2,2m N,2015
49ers,69f Clear,Steelers,2,2m NW,2015
Buccaneers,DOME,Saints,2,2m N,2015
Lions,70f Partly Cloudy,Vikings,2,12m S,2015
Cardinals,69f Partly Cloudy,Bears,2,3m E,2015
Patriots,62f Clear,Bills,2,4m N,2015
Chargers,73f Partly Cloudy,Bengals,2,6m NE,2015
Titans,66f Partly Cloudy,Browns,2,11m NNE,2015
Falcons,77f Clear,Giants,2,7m N,2015
Rams,75f Partly Cloudy,Redskins,2,6m N,2015
Dolphins,83f Clear,Jaguars,2,5m E,2015
Ravens,89f Dry and Partly Cloudy,Raiders,2,7m NW,2015
Cowboys,74f Clear,Eagles,2,7m N,2015
Seahawks,54f Clear,Packers,2,6m SSE,2015
Jets,DOME,Colts,2,3m ENE,2015
Redskins,66f Clear,Giants,3,2m ENE,2015
Falcons,89f Clear,Cowboys,3,4m ENE,2015
Colts,77f Mostly Cloudy,Titans,3,4m SE,2015
Raiders,75f Mostly Cloudy,Browns,3,10m SSE,2015
Bengals,73f Mostly Cloudy,Ravens,3,8m ENE,2015
Jaguars,70f Clear,Patriots,3,3m SSE,2015
Saints,67f Overcast,Panthers,3,8m NNE,2015
Eagles,70f Partly Cloudy,Jets,3,5m ESE,2015
Buccaneers,75f Mostly Cloudy,Texans,3,8m NE,2015
Chargers,80f Clear,Vikings,3,13m SSW,2015
Steelers,DOME,Rams,3,4m SE,2015
49ers,DOME,Cardinals,3,3m WSW,2015
Bills,80f Mostly Cloudy,Dolphins,3,0m SW,2015
Bears,62f Clear,Seahawks,3,7m NNW,2015
Broncos,DOME,Lions,3,7m S,2015
Chiefs,62f Overcast,Packers,3,3m N,2015
Ravens,54f Mostly Cloudy,Steelers,4,7m NE,2015
Jets,62f Partly Cloudy,Dolphins,4,6m SSE,2015
Jaguars,DOME,Colts,4,8m NE,2015
Giants,60f Mostly Cloudy,Bills,4,4m E,2015
Panthers,75f Partly Cloudy,Buccaneers,4,7m WNW,2015
Eagles,59f Overcast,Redskins,4,13m NNE,2015
Raiders,56f Overcast,Bears,4,8m NE,2015
Texans,DOME,Falcons,4,9m NE,2015
Chiefs,73f Clear,Bengals,4,8m ENE,2015
Browns,68f Mostly Cloudy,Chargers,4,7m WSW,2015
Packers,76f Clear,49ers,4,6m NW,2015
Rams,DOME,Cardinals,4,14m S,2015
Vikings,60f Mostly Cloudy,Broncos,4,5m NE,2015
Cowboys,DOME,Saints,4,10m N,2015
Lions,61f Partly Cloudy,Seahawks,4,2m NNE,2015
Colts,76f Mostly Cloudy,Texans,5,2m SE,2015
Bears,80f Clear,Chiefs,5,11m SSW,2015
Seahawks,72f Clear,Bengals,5,7m SSW,2015
Redskins,DOME,Falcons,5,2m NNE,2015
Jaguars,83f Clear,Buccaneers,5,9m NW,2015
Saints,67f Clear,Eagles,5,4m WSW,2015
Browns,68f Clear,Ravens,5,0m S,2015
Rams,73f Clear,Packers,5,15m SW,2015
Bills,72f Partly Cloudy,Titans,5,2m SSW,2015
Cardinals,DOME,Lions,5,15m SSW,2015
Patriots,92f Clear,Cowboys,5,11m S,2015
Broncos,76f Clear,Raiders,5,8m WNW,2015
49ers,57f Clear,Giants,5,3m SW,2015
Steelers,76f Partly Cloudy,Chargers,5,5m S,2015
Falcons,DOME,Saints,6,2m SSE,2015
Redskins,48f Mostly Cloudy,Jets,6,10m NW,2015
Cardinals,42f Mostly Cloudy,Steelers,6,8m W,2015
Chiefs,62f Clear,Vikings,6,15m SSE,2015
Bengals,37f Mostly Cloudy,Bills,6,2m WNW,2015
Bears,DOME,Lions,6,8m NW,2015
Broncos,46f Mostly Cloudy,Browns,6,11m NW,2015
Texans,70f Mostly Cloudy,Jaguars,6,13m NNE,2015
Dolphins,60f Clear,Titans,6,6m NE,2015
Panthers,59f Overcast,Seahawks,6,4m S,2015
Chargers,49f Clear,Packers,6,8m SSE,2015
Ravens,68f Partly Cloudy,49ers,6,10m WNW,2015
Patriots,DOME,Colts,6,2m SSE,2015
Giants,44f Clear,Eagles,6,6m SSW,2015
Seahawks,66f Clear,49ers,7,3m NW,2015
Bills,51f Clear,Jaguars,7,3m SSE,2015
Buccaneers,70f Mostly Cloudy,Redskins,7,8m NW,2015
